Time;Deep_0_0;Input_0;Output_0;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
165600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
169200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
172800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
176400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
180000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
183600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
187200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
190800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
194400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
198000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
201600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
205200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
208800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
212400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
216000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
219600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
223200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
226800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
230400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
234000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
237600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
241200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
244800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
248400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
252000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
255600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
259200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
262800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
266400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
270000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
273600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
277200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
280800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
284400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
288000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
291600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
295200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
298800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
302400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
306000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
309600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
313200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
316800.0;1.8791112899780273;0.806334841628959;1.8791112899780273;0.806334841628959;1.0;0.5;1000.0;-1000.0;0.0
320400.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
324000.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
327600.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
331200.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
334800.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
338400.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
342000.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
345600.0;1.8194873332977295;0.723076923076923;1.8194873332977295;0.723076923076923;1.0;0.5;1000.0;-1000.0;0.0
349200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
352800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
356400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
360000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
363600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
367200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
370800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
374400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
378000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
381600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
385200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
388800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
392400.0;1.9875898361206055;0.9578125;1.9875898361206055;0.9578125;1.0;0.5;1000.0;-1000.0;0.0
396000.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
399600.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
403200.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
406800.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
410400.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
414000.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
417600.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
421200.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
424800.0;1.9674484729766846;0.9296875;1.9674484729766846;0.9296875;1.0;0.5;1000.0;-1000.0;0.0
428400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
432000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
435600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
439200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
442800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
446400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
450000.0;1.8231024742126465;0.728125;1.8231024742126465;0.728125;1.0;0.5;1000.0;-1000.0;0.0
453600.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
457200.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
460800.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
464400.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
468000.0;1.731347680091858;0.6;1.731347680091858;0.6;1.0;0.5;1000.0;-1000.0;0.0
471600.0;1.900833010673523;0.836666666666666;1.900833010673523;0.836666666666666;1.0;0.5;1000.0;-1000.0;0.0
475200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
478800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
482400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
486000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
489600.0;1.94618821144104;0.9;1.94618821144104;0.9;1.0;0.5;1000.0;-1000.0;0.0
493200.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
496800.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
500400.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
504000.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
507600.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
511200.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
514800.0;1.8745746612548828;0.8;1.8745746612548828;0.8;1.0;0.5;1000.0;-1000.0;0.0
518400.0;1.9366397857666016;0.886666666666666;1.9366397857666016;0.886666666666666;1.0;0.5;1000.0;-1000.0;0.0
522000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
525600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
529200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
532800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
536400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
540000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
543600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
547200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
550800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
554400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
558000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
561600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
565200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
568800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
572400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
576000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
579600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
583200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
586800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
590400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
594000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
597600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
601200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
604800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
608400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
612000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
615600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
619200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
622800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
626400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
630000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
633600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
637200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
640800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
644400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
648000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
651600.0;1.8546820878982544;0.772222222222222;1.8546820878982544;0.772222222222222;1.0;0.5;1000.0;-1000.0;0.0
655200.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
658800.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
662400.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
666000.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
669600.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
673200.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
676800.0;1.5165071487426758;0.3;1.5165071487426758;0.3;1.0;0.5;1000.0;-1000.0;0.0
680400.0;1.566860318183899;0.3703125;1.566860318183899;0.3703125;1.0;0.5;1000.0;-1000.0;0.0
684000.0;1.990946650505066;0.9625;1.990946650505066;0.9625;1.0;0.5;1000.0;-1000.0;0.0
687600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
691200.0;1.719412088394165;0.583333333333333;1.719412088394165;0.583333333333333;1.0;0.5;1000.0;-1000.0;0.0
694800.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
698400.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
702000.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
705600.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
709200.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
712800.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
716400.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
720000.0;1.8282365798950195;0.735294117647058;1.8282365798950195;0.735294117647058;1.0;0.5;1000.0;-1000.0;0.0
723600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
727200.0;1.8387680053710938;0.75;1.8387680053710938;0.75;1.0;0.5;1000.0;-1000.0;0.0
730800.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
734400.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
738000.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
741600.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
745200.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
748800.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
752400.0;1.5881205797195435;0.4;1.5881205797195435;0.4;1.0;0.5;1000.0;-1000.0;0.0
756000.0;1.719412088394165;0.583333333333333;1.719412088394165;0.583333333333333;1.0;0.5;1000.0;-1000.0;0.0
759600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
763200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
766800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
770400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
774000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
777600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
781200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
784800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
788400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
792000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
795600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
799200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
802800.0;2.003415107727051;0.979910714285714;2.003415107727051;0.979910714285714;1.0;0.5;1000.0;-1000.0;0.0
806400.0;1.7121853828430176;0.5732421875;1.7121853828430176;0.5732421875;1.0;0.5;1000.0;-1000.0;0.0
810000.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
813600.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
817200.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
820800.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
824400.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
828000.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
831600.0;1.6597341299057007;0.5;1.6597341299057007;0.5;1.0;0.5;1000.0;-1000.0;0.0
835200.0;1.8711589574813843;0.795230263157894;1.8711589574813843;0.795230263157894;1.0;0.5;1000.0;-1000.0;0.0
838800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
842400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
846000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
849600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
853200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
856800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
860400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
864000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
867600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
871200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
874800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
878400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
882000.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
885600.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
889200.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
892800.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
896400.0;2.0178017616271973;1.0;2.0178017616271973;1.0;1.0;0.5;1000.0;-1000.0;0.0
900000.0;1.910381555557251;0.85;1.910381555557251;0.85;1.0;0.5;1000.0;-1000.0;0.0
903600.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
907200.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
910800.0;1.8029611110687256;0.7;1.8029611110687256;0.7;1.0;0.5;1000.0;-1000.0;0.0
