Time;Deep_0_0;Deep_0_1;Input_0;Output_0;Output_1;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
104400.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
108000.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
111600.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
115200.0;1.729819893836975;1.459345817565918;0.632857142857142;1.729819893836975;1.459345817565918;0.632857142857142;1.0;0.5;1000.0;-1000.0;0.0
118800.0;1.8227589130401611;1.5044679641723633;0.745;1.8227589130401611;1.5044679641723633;0.745;1.0;0.5;1000.0;-1000.0;0.0
122400.0;1.9332596063613892;1.5581164360046387;0.878333333333333;1.9332596063613892;1.5581164360046387;0.878333333333333;1.0;0.5;1000.0;-1000.0;0.0
126000.0;2.018437385559082;1.5994703769683838;0.981111111111111;2.018437385559082;1.5994703769683838;0.981111111111111;1.0;0.5;1000.0;-1000.0;0.0
129600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
133200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
136800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
140400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
144000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
147600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
151200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
154800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
158400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
162000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
165600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
169200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
172800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
176400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
180000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
183600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
187200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
190800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
194400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
198000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
201600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
205200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
208800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
212400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
216000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
219600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
223200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
226800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
230400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
234000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
237600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
241200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
244800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
248400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
252000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
255600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
259200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
262800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
266400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
270000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
273600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
277200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
280800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
284400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
288000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
291600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
295200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
298800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
302400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
306000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
309600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
313200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
316800.0;1.8735904693603516;1.5291469097137451;0.806334841628959;1.8735904693603516;1.5291469097137451;0.806334841628959;1.0;0.5;1000.0;-1000.0;0.0
320400.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
324000.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
327600.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
331200.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
334800.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
338400.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
342000.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
345600.0;1.8045899868011475;1.4956469535827637;0.723076923076923;1.8045899868011475;1.4956469535827637;0.723076923076923;1.0;0.5;1000.0;-1000.0;0.0
349200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
352800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
356400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
360000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
363600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
367200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
370800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
374400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
378000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
381600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
385200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
388800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
392400.0;1.9991283416748047;1.5900958776474;0.9578125;1.9991283416748047;1.5900958776474;0.9578125;1.0;0.5;1000.0;-1000.0;0.0
396000.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
399600.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
403200.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
406800.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
410400.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
414000.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
417600.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
421200.0;1.785464882850647;1.4863616228103638;0.7;1.785464882850647;1.4863616228103638;0.7;1.0;0.5;1000.0;-1000.0;0.0
424800.0;1.9758195877075195;1.5787794589996338;0.9296875;1.9758195877075195;1.5787794589996338;0.9296875;1.0;0.5;1000.0;-1000.0;0.0
428400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
432000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
435600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
439200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
442800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
446400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
450000.0;1.8087736368179321;1.4976780414581299;0.728125;1.8087736368179321;1.4976780414581299;0.728125;1.0;0.5;1000.0;-1000.0;0.0
453600.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
457200.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
460800.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
464400.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
468000.0;1.7025893926620483;1.4461252689361572;0.6;1.7025893926620483;1.4461252689361572;0.6;1.0;0.5;1000.0;-1000.0;0.0
471600.0;1.8987281322479248;1.5413511991500854;0.836666666666666;1.8987281322479248;1.5413511991500854;0.836666666666666;1.0;0.5;1000.0;-1000.0;0.0
475200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
478800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
482400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
486000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
489600.0;1.9512159824371338;1.5668342113494873;0.9;1.9512159824371338;1.5668342113494873;0.9;1.0;0.5;1000.0;-1000.0;0.0
493200.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
496800.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
500400.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
504000.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
507600.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
511200.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
514800.0;1.8683404922485352;1.5265979766845703;0.8;1.8683404922485352;1.5265979766845703;0.8;1.0;0.5;1000.0;-1000.0;0.0
518400.0;1.9401658773422241;1.5614694356918335;0.886666666666666;1.9401658773422241;1.5614694356918335;0.886666666666666;1.0;0.5;1000.0;-1000.0;0.0
522000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
525600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
529200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
532800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
536400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
540000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
543600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
547200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
550800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
554400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
558000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
561600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
565200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
568800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
572400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
576000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
579600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
583200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
586800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
590400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
594000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
597600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
601200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
604800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
608400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
612000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
615600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
619200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
622800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
626400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
630000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
633600.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
637200.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
640800.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
644400.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
648000.0;2.0340914726257324;1.6070705652236938;1.0;2.0340914726257324;1.6070705652236938;1.0;1.0;0.5;1000.0;-1000.0;0.0
651600.0;1.8453195095062256;1.5154211521148682;0.772222222222222;1.8453195095062256;1.5154211521148682;0.772222222222222;1.0;0.5;1000.0;-1000.0;0.0
655200.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
658800.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
662400.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
666000.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
669600.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
673200.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
676800.0;1.4539626836776733;1.3254163265228271;0.3;1.4539626836776733;1.3254163265228271;0.3;1.0;0.5;1000.0;-1000.0;0.0
680400.0;1.5122345685958862;1.3537074327468872;0.3703125;1.5122345685958862;1.3537074327468872;0.3703125;1.0;0.5;1000.0;-1000.0;0.0
