Time;Deep_0_0;Input_0;Input_1;Output_0;Load;Oil.ElectricityPrice;Gas.ElectricityPrice;Reseau.ElectricityPrice;Poubelle.ElectricityPrice;zero
345600.0;1.825454592704773;0.723076923076923;1.446153846153846;1.825454592704773;0.723076923076923;1.0;0.5;1000.0;-1000.0;0.0
349200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
352800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
356400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
360000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
363600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
367200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
370800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
374400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
378000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
381600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
385200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
388800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
392400.0;1.9827390909194946;0.9578125;1.915625;1.9827390909194946;0.9578125;1.0;0.5;1000.0;-1000.0;0.0
396000.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
399600.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
403200.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
406800.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
410400.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
414000.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
417600.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
421200.0;1.8099918365478516;0.7;1.4;1.8099918365478516;0.7;1.0;0.5;1000.0;-1000.0;0.0
424800.0;1.963894009590149;0.9296875;1.859375;1.963894009590149;0.9296875;1.0;0.5;1000.0;-1000.0;0.0
428400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
432000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
435600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
439200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
442800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
446400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
450000.0;1.8288370370864868;0.728125;1.45625;1.8288370370864868;0.728125;1.0;0.5;1000.0;-1000.0;0.0
453600.0;1.7429869174957275;0.6;1.2;1.7429869174957275;0.6;1.0;0.5;1000.0;-1000.0;0.0
457200.0;1.7429869174957275;0.6;1.2;1.7429869174957275;0.6;1.0;0.5;1000.0;-1000.0;0.0
460800.0;1.7429869174957275;0.6;1.2;1.7429869174957275;0.6;1.0;0.5;1000.0;-1000.0;0.0
464400.0;1.7429869174957275;0.6;1.2;1.7429869174957275;0.6;1.0;0.5;1000.0;-1000.0;0.0
468000.0;1.7429869174957275;0.6;1.2;1.7429869174957275;0.6;1.0;0.5;1000.0;-1000.0;0.0
471600.0;1.9015653133392334;0.836666666666666;1.673333333333332;1.9015653133392334;0.836666666666666;1.0;0.5;1000.0;-1000.0;0.0
475200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
478800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
482400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
486000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
489600.0;1.9440019130706787;0.9;1.8;1.9440019130706787;0.9;1.0;0.5;1000.0;-1000.0;0.0
493200.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
496800.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
500400.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
504000.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
507600.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
511200.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
514800.0;1.8769968748092651;0.8;1.6;1.8769968748092651;0.8;1.0;0.5;1000.0;-1000.0;0.0
518400.0;1.935067892074585;0.886666666666666;1.773333333333332;1.935067892074585;0.886666666666666;1.0;0.5;1000.0;-1000.0;0.0
522000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
525600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
529200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
532800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
536400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
540000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
543600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
547200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
550800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
554400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
558000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
561600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
565200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
568800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
572400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
576000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
579600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
583200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
586800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
590400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
594000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
597600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
601200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
604800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
608400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
612000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
615600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
619200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
622800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
626400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
630000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
633600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
637200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
640800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
644400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
648000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
651600.0;1.858384370803833;0.772222222222222;1.544444444444444;1.858384370803833;0.772222222222222;1.0;0.5;1000.0;-1000.0;0.0
655200.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
658800.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
662400.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
666000.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
669600.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
673200.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
676800.0;1.5419719219207764;0.3;0.6;1.5419719219207764;0.3;1.0;0.5;1000.0;-1000.0;0.0
680400.0;1.5890848636627197;0.3703125;0.740625;1.5890848636627197;0.3703125;1.0;0.5;1000.0;-1000.0;0.0
684000.0;1.985879898071289;0.9625;1.925;1.985879898071289;0.9625;1.0;0.5;1000.0;-1000.0;0.0
687600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
691200.0;1.7318193912506104;0.583333333333333;1.166666666666666;1.7318193912506104;0.583333333333333;1.0;0.5;1000.0;-1000.0;0.0
694800.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
698400.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
702000.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
705600.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
709200.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
712800.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
716400.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
720000.0;1.833640694618225;0.735294117647058;1.470588235294116;1.833640694618225;0.735294117647058;1.0;0.5;1000.0;-1000.0;0.0
723600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
727200.0;1.8434944152832031;0.75;1.5;1.8434944152832031;0.75;1.0;0.5;1000.0;-1000.0;0.0
730800.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
734400.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
738000.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
741600.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
745200.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
748800.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
752400.0;1.60897696018219;0.4;0.8;1.60897696018219;0.4;1.0;0.5;1000.0;-1000.0;0.0
756000.0;1.7318193912506104;0.583333333333333;1.166666666666666;1.7318193912506104;0.583333333333333;1.0;0.5;1000.0;-1000.0;0.0
759600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
763200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
766800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
770400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
774000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
777600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
781200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
784800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
788400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
792000.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
795600.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
799200.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
802800.0;1.9975459575653076;0.979910714285714;1.959821428571428;1.9975459575653076;0.979910714285714;1.0;0.5;1000.0;-1000.0;0.0
806400.0;1.72505784034729;0.5732421875;1.146484375;1.72505784034729;0.5732421875;1.0;0.5;1000.0;-1000.0;0.0
810000.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
813600.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
817200.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
820800.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
824400.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
828000.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
831600.0;1.6759819984436035;0.5;1.0;1.6759819984436035;0.5;1.0;0.5;1000.0;-1000.0;0.0
835200.0;1.8738008737564087;0.795230263157894;1.590460526315788;1.8738008737564087;0.795230263157894;1.0;0.5;1000.0;-1000.0;0.0
838800.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
842400.0;2.0110068321228027;1.0;2.0;2.0110068321228027;1.0;1.0;0.5;1000.0;-1000.0;0.0
