t,Input_0,Output_0
215,1.0,2.003488302230835
216,1.0,2.003488302230835
217,1.0,2.003488302230835
218,1.0,2.003488302230835
219,1.0,2.003488302230835
220,1.0,2.003488302230835
221,1.0,2.003488302230835
222,1.0,2.003488302230835
223,0.979910714285714,1.9900894165039062
224,0.5732421875,1.7188541889190674
225,0.5,1.670003890991211
226,0.5,1.670003890991211
227,0.5,1.670003890991211
228,0.5,1.670003890991211
229,0.5,1.670003890991211
230,0.5,1.670003890991211
231,0.5,1.670003890991211
232,0.795230263157894,1.8669133186340332
233,1.0,2.003488302230835
234,1.0,2.003488302230835
235,1.0,2.003488302230835
236,1.0,2.003488302230835
237,1.0,2.003488302230835
238,1.0,2.003488302230835
239,1.0,2.003488302230835
240,1.0,2.003488302230835
241,1.0,2.003488302230835
242,1.0,2.003488302230835
243,1.0,2.003488302230835
244,1.0,2.003488302230835
245,1.0,2.003488302230835
246,1.0,2.003488302230835
247,1.0,2.003488302230835
248,1.0,2.003488302230835
249,1.0,2.003488302230835
250,0.85,1.9034430980682373
251,0.7,1.8033976554870605
252,0.7,1.8033976554870605
253,0.7,1.8033976554870605
254,0.7,1.8033976554870605
255,0.7,1.8033976554870605
256,0.83,1.8901035785675049
257,1.0,2.003488302230835
258,1.0,2.003488302230835
259,1.0,2.003488302230835
260,1.0,2.003488302230835
261,1.0,2.003488302230835
262,1.0,2.003488302230835
263,1.0,2.003488302230835
264,1.0,2.003488302230835
265,1.0,2.003488302230835
266,1.0,2.003488302230835
267,1.0,2.003488302230835
268,1.0,2.003488302230835
269,1.0,2.003488302230835
270,1.0,2.003488302230835
271,1.0,2.003488302230835
272,1.0,2.003488302230835
273,1.0,2.003488302230835
274,1.0,2.003488302230835
275,1.0,2.003488302230835
276,1.0,2.003488302230835
277,1.0,2.003488302230835
278,1.0,2.003488302230835
279,1.0,2.003488302230835
280,1.0,2.003488302230835
281,1.0,2.003488302230835
282,1.0,2.003488302230835
283,1.0,2.003488302230835
284,1.0,2.003488302230835
285,1.0,2.003488302230835
286,1.0,2.003488302230835
287,1.0,2.003488302230835
288,1.0,2.003488302230835
289,1.0,2.003488302230835
290,1.0,2.003488302230835
291,1.0,2.003488302230835
292,1.0,2.003488302230835
293,1.0,2.003488302230835
294,1.0,2.003488302230835
295,1.0,2.003488302230835
296,1.0,2.003488302230835
297,1.0,2.003488302230835
298,1.0,2.003488302230835
299,1.0,2.003488302230835
300,1.0,2.003488302230835
301,1.0,2.003488302230835
302,1.0,2.003488302230835
303,1.0,2.003488302230835
304,1.0,2.003488302230835
305,1.0,2.003488302230835
306,1.0,2.003488302230835
307,1.0,2.003488302230835
308,1.0,2.003488302230835
309,1.0,2.003488302230835
310,1.0,2.003488302230835
311,1.0,2.003488302230835
312,1.0,2.003488302230835
313,1.0,2.003488302230835
314,1.0,2.003488302230835
315,1.0,2.003488302230835
316,1.0,2.003488302230835
317,1.0,2.003488302230835
318,1.0,2.003488302230835
319,1.0,2.003488302230835
320,1.0,2.003488302230835
321,1.0,2.003488302230835
322,1.0,2.003488302230835
323,1.0,2.003488302230835
324,1.0,2.003488302230835
325,0.805882352941176,1.8740179538726807
326,0.4,1.6033070087432861
327,0.4,1.6033070087432861
328,0.4,1.6033070087432861
329,0.4,1.6033070087432861
330,0.4,1.6033070087432861
331,0.4,1.6033070087432861
332,0.4,1.6033070087432861
333,0.492647058823529,1.6650996208190918
334,0.994230769230769,1.9996404647827148
335,1.0,2.003488302230835
336,0.55,1.7033522129058838
337,0.4,1.6033070087432861
338,0.4,1.6033070087432861
339,0.4,1.6033070087432861
340,0.4,1.6033070087432861
341,0.4,1.6033070087432861
342,0.4,1.6033070087432861
343,0.4,1.6033070087432861
344,0.770588235294117,1.850477695465088
345,1.0,2.003488302230835
346,0.716666666666666,1.814513921737671
347,0.4,1.6033070087432861
348,0.4,1.6033070087432861
349,0.4,1.6033070087432861
350,0.4,1.6033070087432861
351,0.4,1.6033070087432861
352,0.4,1.6033070087432861
353,0.4,1.6033070087432861
354,0.594117647058823,1.7327773571014404
355,1.0,2.003488302230835
356,1.0,2.003488302230835
357,0.943606138107416,1.9658751487731934
358,0.398067632850241,1.602018117904663
359,0.3,1.5366101264953613
360,0.3,1.5366101264953613
361,0.3,1.5366101264953613
362,0.3,1.5366101264953613
363,0.3,1.5366101264953613
364,0.3,1.5366101264953613
365,0.3,1.5366101264953613
366,0.67697628458498,1.788041591644287
367,1.0,2.003488302230835
368,1.0,2.003488302230835
369,1.0,2.003488302230835
370,1.0,2.003488302230835
371,1.0,2.003488302230835
372,1.0,2.003488302230835
