t,Input_0,Input_1,Output_0,Output_1
252,0.7,1.4,1.8098065853118896,1.4858720302581787
253,0.7,1.4,1.8098065853118896,1.4858720302581787
254,0.7,1.4,1.8098065853118896,1.4858720302581787
255,0.7,1.4,1.8098065853118896,1.4858720302581787
256,0.83,1.66,1.8971643447875977,1.5382859706878662
257,1.0,2.0,2.011401653289795,1.6068274974822998
258,1.0,2.0,2.011401653289795,1.6068274974822998
259,1.0,2.0,2.011401653289795,1.6068274974822998
260,1.0,2.0,2.011401653289795,1.6068274974822998
261,1.0,2.0,2.011401653289795,1.6068274974822998
262,1.0,2.0,2.011401653289795,1.6068274974822998
263,1.0,2.0,2.011401653289795,1.6068274974822998
264,1.0,2.0,2.011401653289795,1.6068274974822998
265,1.0,2.0,2.011401653289795,1.6068274974822998
266,1.0,2.0,2.011401653289795,1.6068274974822998
267,1.0,2.0,2.011401653289795,1.6068274974822998
268,1.0,2.0,2.011401653289795,1.6068274974822998
269,1.0,2.0,2.011401653289795,1.6068274974822998
270,1.0,2.0,2.011401653289795,1.6068274974822998
271,1.0,2.0,2.011401653289795,1.6068274974822998
272,1.0,2.0,2.011401653289795,1.6068274974822998
273,1.0,2.0,2.011401653289795,1.6068274974822998
274,1.0,2.0,2.011401653289795,1.6068274974822998
275,1.0,2.0,2.011401653289795,1.6068274974822998
276,1.0,2.0,2.011401653289795,1.6068274974822998
277,1.0,2.0,2.011401653289795,1.6068274974822998
278,1.0,2.0,2.011401653289795,1.6068274974822998
279,1.0,2.0,2.011401653289795,1.6068274974822998
280,1.0,2.0,2.011401653289795,1.6068274974822998
281,1.0,2.0,2.011401653289795,1.6068274974822998
282,1.0,2.0,2.011401653289795,1.6068274974822998
283,1.0,2.0,2.011401653289795,1.6068274974822998
284,1.0,2.0,2.011401653289795,1.6068274974822998
285,1.0,2.0,2.011401653289795,1.6068274974822998
286,1.0,2.0,2.011401653289795,1.6068274974822998
287,1.0,2.0,2.011401653289795,1.6068274974822998
288,1.0,2.0,2.011401653289795,1.6068274974822998
289,1.0,2.0,2.011401653289795,1.6068274974822998
290,1.0,2.0,2.011401653289795,1.6068274974822998
291,1.0,2.0,2.011401653289795,1.6068274974822998
292,1.0,2.0,2.011401653289795,1.6068274974822998
293,1.0,2.0,2.011401653289795,1.6068274974822998
294,1.0,2.0,2.011401653289795,1.6068274974822998
295,1.0,2.0,2.011401653289795,1.6068274974822998
296,1.0,2.0,2.011401653289795,1.6068274974822998
297,1.0,2.0,2.011401653289795,1.6068274974822998
298,1.0,2.0,2.011401653289795,1.6068274974822998
299,1.0,2.0,2.011401653289795,1.6068274974822998
300,1.0,2.0,2.011401653289795,1.6068274974822998
301,1.0,2.0,2.011401653289795,1.6068274974822998
302,1.0,2.0,2.011401653289795,1.6068274974822998
303,1.0,2.0,2.011401653289795,1.6068274974822998
304,1.0,2.0,2.011401653289795,1.6068274974822998
305,1.0,2.0,2.011401653289795,1.6068274974822998
306,1.0,2.0,2.011401653289795,1.6068274974822998
307,1.0,2.0,2.011401653289795,1.6068274974822998
308,1.0,2.0,2.011401653289795,1.6068274974822998
309,1.0,2.0,2.011401653289795,1.6068274974822998
310,1.0,2.0,2.011401653289795,1.6068274974822998
311,1.0,2.0,2.011401653289795,1.6068274974822998
312,1.0,2.0,2.011401653289795,1.6068274974822998
313,1.0,2.0,2.011401653289795,1.6068274974822998
314,1.0,2.0,2.011401653289795,1.6068274974822998
315,1.0,2.0,2.011401653289795,1.6068274974822998
316,1.0,2.0,2.011401653289795,1.6068274974822998
317,1.0,2.0,2.011401653289795,1.6068274974822998
318,1.0,2.0,2.011401653289795,1.6068274974822998
319,1.0,2.0,2.011401653289795,1.6068274974822998
320,1.0,2.0,2.011401653289795,1.6068274974822998
321,1.0,2.0,2.011401653289795,1.6068274974822998
322,1.0,2.0,2.011401653289795,1.6068274974822998
323,1.0,2.0,2.011401653289795,1.6068274974822998
324,1.0,2.0,2.011401653289795,1.6068274974822998
325,0.805882352941176,1.611764705882352,1.880957841873169,1.5285621881484985
326,0.4,0.8,1.608211636543274,1.364916443824768
327,0.4,0.8,1.608211636543274,1.364916443824768
328,0.4,0.8,1.608211636543274,1.364916443824768
329,0.4,0.8,1.608211636543274,1.364916443824768
330,0.4,0.8,1.608211636543274,1.364916443824768
331,0.4,0.8,1.608211636543274,1.364916443824768
332,0.4,0.8,1.608211636543274,1.364916443824768
333,0.492647058823529,0.985294117647058,1.670468807220459,1.4022704362869263
334,0.994230769230769,1.988461538461538,2.0075247287750244,1.6045013666152954
335,1.0,2.0,2.011401653289795,1.6068274974822998
336,0.55,1.1,1.7090091705322266,1.4253942966461182
337,0.4,0.8,1.608211636543274,1.364916443824768
338,0.4,0.8,1.608211636543274,1.364916443824768
339,0.4,0.8,1.608211636543274,1.364916443824768
340,0.4,0.8,1.608211636543274,1.364916443824768
341,0.4,0.8,1.608211636543274,1.364916443824768
342,0.4,0.8,1.608211636543274,1.364916443824768
343,0.4,0.8,1.608211636543274,1.364916443824768
344,0.770588235294117,1.541176470588234,1.8572406768798828,1.5143320560455322
345,1.0,2.0,2.011401653289795,1.6068274974822998
346,0.716666666666666,1.433333333333332,1.8210062980651855,1.4925917387008667
347,0.4,0.8,1.608211636543274,1.364916443824768
348,0.4,0.8,1.608211636543274,1.364916443824768
349,0.4,0.8,1.608211636543274,1.364916443824768
350,0.4,0.8,1.608211636543274,1.364916443824768
351,0.4,0.8,1.608211636543274,1.364916443824768
352,0.4,0.8,1.608211636543274,1.364916443824768
353,0.4,0.8,1.608211636543274,1.364916443824768
354,0.594117647058823,1.188235294117646,1.7386554479599,1.4431817531585693
355,1.0,2.0,2.011401653289795,1.6068274974822998
356,1.0,2.0,2.011401653289795,1.6068274974822998
357,0.943606138107416,1.887212276214832,1.9735058546066284,1.5840903520584106
358,0.398067632850241,0.796135265700482,1.6069130897521973,1.3641374111175537
359,0.3,0.6,1.541013240814209,1.324597954750061
360,0.3,0.6,1.541013240814209,1.324597954750061
361,0.3,0.6,1.541013240814209,1.324597954750061
362,0.3,0.6,1.541013240814209,1.324597954750061
363,0.3,0.6,1.541013240814209,1.324597954750061
364,0.3,0.6,1.541013240814209,1.324597954750061
365,0.3,0.6,1.541013240814209,1.324597954750061
366,0.67697628458498,1.35395256916996,1.7943350076675415,1.4765892028808594
367,1.0,2.0,2.011401653289795,1.6068274974822998
368,1.0,2.0,2.011401653289795,1.6068274974822998
369,1.0,2.0,2.011401653289795,1.6068274974822998
370,1.0,2.0,2.011401653289795,1.6068274974822998
371,1.0,2.0,2.011401653289795,1.6068274974822998
372,1.0,2.0,2.011401653289795,1.6068274974822998
