t,Input_0,Output_0,Output_1
66,1.0,2.0340914726257324,1.6070705652236938
67,1.0,2.0340914726257324,1.6070705652236938
68,1.0,2.0340914726257324,1.6070705652236938
69,1.0,2.0340914726257324,1.6070705652236938
70,1.0,2.0340914726257324,1.6070705652236938
71,1.0,2.0340914726257324,1.6070705652236938
72,1.0,2.0340914726257324,1.6070705652236938
73,1.0,2.0340914726257324,1.6070705652236938
74,1.0,2.0340914726257324,1.6070705652236938
75,1.0,2.0340914726257324,1.6070705652236938
76,1.0,2.0340914726257324,1.6070705652236938
77,1.0,2.0340914726257324,1.6070705652236938
78,1.0,2.0340914726257324,1.6070705652236938
79,1.0,2.0340914726257324,1.6070705652236938
80,1.0,2.0340914726257324,1.6070705652236938
81,1.0,2.0340914726257324,1.6070705652236938
82,1.0,2.0340914726257324,1.6070705652236938
83,1.0,2.0340914726257324,1.6070705652236938
84,1.0,2.0340914726257324,1.6070705652236938
85,1.0,2.0340914726257324,1.6070705652236938
86,1.0,2.0340914726257324,1.6070705652236938
87,1.0,2.0340914726257324,1.6070705652236938
88,0.806334841628959,1.8735904693603516,1.5291469097137451
89,0.6,1.7025893926620483,1.4461252689361572
90,0.6,1.7025893926620483,1.4461252689361572
91,0.6,1.7025893926620483,1.4461252689361572
92,0.6,1.7025893926620483,1.4461252689361572
93,0.6,1.7025893926620483,1.4461252689361572
94,0.6,1.7025893926620483,1.4461252689361572
95,0.6,1.7025893926620483,1.4461252689361572
96,0.723076923076923,1.8045899868011475,1.4956469535827637
97,1.0,2.0340914726257324,1.6070705652236938
98,1.0,2.0340914726257324,1.6070705652236938
99,1.0,2.0340914726257324,1.6070705652236938
100,1.0,2.0340914726257324,1.6070705652236938
101,1.0,2.0340914726257324,1.6070705652236938
102,1.0,2.0340914726257324,1.6070705652236938
103,1.0,2.0340914726257324,1.6070705652236938
104,1.0,2.0340914726257324,1.6070705652236938
105,1.0,2.0340914726257324,1.6070705652236938
106,1.0,2.0340914726257324,1.6070705652236938
107,1.0,2.0340914726257324,1.6070705652236938
108,1.0,2.0340914726257324,1.6070705652236938
109,0.9578125,1.9991283416748047,1.5900958776474
110,0.7,1.785464882850647,1.4863616228103638
111,0.7,1.785464882850647,1.4863616228103638
112,0.7,1.785464882850647,1.4863616228103638
113,0.7,1.785464882850647,1.4863616228103638
114,0.7,1.785464882850647,1.4863616228103638
115,0.7,1.785464882850647,1.4863616228103638
116,0.7,1.785464882850647,1.4863616228103638
117,0.7,1.785464882850647,1.4863616228103638
118,0.9296875,1.9758195877075195,1.5787794589996338
119,1.0,2.0340914726257324,1.6070705652236938
120,1.0,2.0340914726257324,1.6070705652236938
121,1.0,2.0340914726257324,1.6070705652236938
122,1.0,2.0340914726257324,1.6070705652236938
123,1.0,2.0340914726257324,1.6070705652236938
124,1.0,2.0340914726257324,1.6070705652236938
125,0.728125,1.8087736368179321,1.4976780414581299
126,0.6,1.7025893926620483,1.4461252689361572
127,0.6,1.7025893926620483,1.4461252689361572
128,0.6,1.7025893926620483,1.4461252689361572
129,0.6,1.7025893926620483,1.4461252689361572
130,0.6,1.7025893926620483,1.4461252689361572
131,0.836666666666666,1.8987281322479248,1.5413511991500854
132,1.0,2.0340914726257324,1.6070705652236938
133,1.0,2.0340914726257324,1.6070705652236938
134,1.0,2.0340914726257324,1.6070705652236938
135,1.0,2.0340914726257324,1.6070705652236938
136,0.9,1.9512159824371338,1.5668342113494873
137,0.8,1.8683404922485352,1.5265979766845703
138,0.8,1.8683404922485352,1.5265979766845703
139,0.8,1.8683404922485352,1.5265979766845703
140,0.8,1.8683404922485352,1.5265979766845703
141,0.8,1.8683404922485352,1.5265979766845703
142,0.8,1.8683404922485352,1.5265979766845703
143,0.8,1.8683404922485352,1.5265979766845703
144,0.886666666666666,1.9401658773422241,1.5614694356918335
145,1.0,2.0340914726257324,1.6070705652236938
146,1.0,2.0340914726257324,1.6070705652236938
147,1.0,2.0340914726257324,1.6070705652236938
148,1.0,2.0340914726257324,1.6070705652236938
149,1.0,2.0340914726257324,1.6070705652236938
150,1.0,2.0340914726257324,1.6070705652236938
151,1.0,2.0340914726257324,1.6070705652236938
152,1.0,2.0340914726257324,1.6070705652236938
153,1.0,2.0340914726257324,1.6070705652236938
154,1.0,2.0340914726257324,1.6070705652236938
155,1.0,2.0340914726257324,1.6070705652236938
156,1.0,2.0340914726257324,1.6070705652236938
157,1.0,2.0340914726257324,1.6070705652236938
158,1.0,2.0340914726257324,1.6070705652236938
159,1.0,2.0340914726257324,1.6070705652236938
160,1.0,2.0340914726257324,1.6070705652236938
161,1.0,2.0340914726257324,1.6070705652236938
162,1.0,2.0340914726257324,1.6070705652236938
163,1.0,2.0340914726257324,1.6070705652236938
164,1.0,2.0340914726257324,1.6070705652236938
165,1.0,2.0340914726257324,1.6070705652236938
166,1.0,2.0340914726257324,1.6070705652236938
167,1.0,2.0340914726257324,1.6070705652236938
168,1.0,2.0340914726257324,1.6070705652236938
169,1.0,2.0340914726257324,1.6070705652236938
170,1.0,2.0340914726257324,1.6070705652236938
171,1.0,2.0340914726257324,1.6070705652236938
172,1.0,2.0340914726257324,1.6070705652236938
173,1.0,2.0340914726257324,1.6070705652236938
174,1.0,2.0340914726257324,1.6070705652236938
175,1.0,2.0340914726257324,1.6070705652236938
176,1.0,2.0340914726257324,1.6070705652236938
177,1.0,2.0340914726257324,1.6070705652236938
178,1.0,2.0340914726257324,1.6070705652236938
179,1.0,2.0340914726257324,1.6070705652236938
180,1.0,2.0340914726257324,1.6070705652236938
181,0.772222222222222,1.8453195095062256,1.5154211521148682
182,0.3,1.4539626836776733,1.3254163265228271
183,0.3,1.4539626836776733,1.3254163265228271
184,0.3,1.4539626836776733,1.3254163265228271
185,0.3,1.4539626836776733,1.3254163265228271
186,0.3,1.4539626836776733,1.3254163265228271
187,0.3,1.4539626836776733,1.3254163265228271
188,0.3,1.4539626836776733,1.3254163265228271
189,0.3703125,1.5122345685958862,1.3537074327468872
190,0.9625,2.0030131340026855,1.5919818878173828
191,1.0,2.0340914726257324,1.6070705652236938
192,0.583333333333333,1.6887767314910889,1.439419150352478
193,0.4,1.5368382930755615,1.3656525611877441
194,0.4,1.5368382930755615,1.3656525611877441
195,0.4,1.5368382930755615,1.3656525611877441
196,0.4,1.5368382930755615,1.3656525611877441
197,0.4,1.5368382930755615,1.3656525611877441
198,0.4,1.5368382930755615,1.3656525611877441
199,0.4,1.5368382930755615,1.3656525611877441
200,0.735294117647058,1.8147151470184326,1.5005626678466797
201,1.0,2.0340914726257324,1.6070705652236938
202,0.75,1.8269026279449463,1.5064797401428223
203,0.4,1.5368382930755615,1.3656525611877441
204,0.4,1.5368382930755615,1.3656525611877441
205,0.4,1.5368382930755615,1.3656525611877441
206,0.4,1.5368382930755615,1.3656525611877441
207,0.4,1.5368382930755615,1.3656525611877441
208,0.4,1.5368382930755615,1.3656525611877441
209,0.4,1.5368382930755615,1.3656525611877441
210,0.583333333333333,1.6887767314910889,1.439419150352478
211,1.0,2.0340914726257324,1.6070705652236938
212,1.0,2.0340914726257324,1.6070705652236938
213,1.0,2.0340914726257324,1.6070705652236938
214,1.0,2.0340914726257324,1.6070705652236938
215,1.0,2.0340914726257324,1.6070705652236938
216,1.0,2.0340914726257324,1.6070705652236938
217,1.0,2.0340914726257324,1.6070705652236938
218,1.0,2.0340914726257324,1.6070705652236938
219,1.0,2.0340914726257324,1.6070705652236938
220,1.0,2.0340914726257324,1.6070705652236938
221,1.0,2.0340914726257324,1.6070705652236938
222,1.0,2.0340914726257324,1.6070705652236938
223,0.979910714285714,2.017442464828491,1.598987340927124
224,0.5732421875,1.6804137229919434,1.4353588819503784
225,0.5,1.6197137832641602,1.4058889150619507
226,0.5,1.6197137832641602,1.4058889150619507
227,0.5,1.6197137832641602,1.4058889150619507
228,0.5,1.6197137832641602,1.4058889150619507
229,0.5,1.6197137832641602,1.4058889150619507
230,0.5,1.6197137832641602,1.4058889150619507
231,0.5,1.6197137832641602,1.4058889150619507
232,0.795230263157894,1.8643875122070312,1.5246787071228027
233,1.0,2.0340914726257324,1.6070705652236938
234,1.0,2.0340914726257324,1.6070705652236938
235,1.0,2.0340914726257324,1.6070705652236938
236,1.0,2.0340914726257324,1.6070705652236938
237,1.0,2.0340914726257324,1.6070705652236938
238,1.0,2.0340914726257324,1.6070705652236938
239,1.0,2.0340914726257324,1.6070705652236938
240,1.0,2.0340914726257324,1.6070705652236938
241,1.0,2.0340914726257324,1.6070705652236938
242,1.0,2.0340914726257324,1.6070705652236938
243,1.0,2.0340914726257324,1.6070705652236938
244,1.0,2.0340914726257324,1.6070705652236938
245,1.0,2.0340914726257324,1.6070705652236938
246,1.0,2.0340914726257324,1.6070705652236938
247,1.0,2.0340914726257324,1.6070705652236938
248,1.0,2.0340914726257324,1.6070705652236938
249,1.0,2.0340914726257324,1.6070705652236938
250,0.85,1.9097782373428345,1.5467160940170288
251,0.7,1.785464882850647,1.4863616228103638
252,0.7,1.785464882850647,1.4863616228103638
253,0.7,1.785464882850647,1.4863616228103638
254,0.7,1.785464882850647,1.4863616228103638
255,0.7,1.785464882850647,1.4863616228103638
256,0.83,1.8932030200958252,1.5386688709259033
257,1.0,2.0340914726257324,1.6070705652236938
258,1.0,2.0340914726257324,1.6070705652236938
259,1.0,2.0340914726257324,1.6070705652236938
260,1.0,2.0340914726257324,1.6070705652236938
261,1.0,2.0340914726257324,1.6070705652236938
262,1.0,2.0340914726257324,1.6070705652236938
263,1.0,2.0340914726257324,1.6070705652236938
264,1.0,2.0340914726257324,1.6070705652236938
265,1.0,2.0340914726257324,1.6070705652236938
266,1.0,2.0340914726257324,1.6070705652236938
267,1.0,2.0340914726257324,1.6070705652236938
268,1.0,2.0340914726257324,1.6070705652236938
269,1.0,2.0340914726257324,1.6070705652236938
270,1.0,2.0340914726257324,1.6070705652236938
271,1.0,2.0340914726257324,1.6070705652236938
272,1.0,2.0340914726257324,1.6070705652236938
273,1.0,2.0340914726257324,1.6070705652236938
274,1.0,2.0340914726257324,1.6070705652236938
275,1.0,2.0340914726257324,1.6070705652236938
276,1.0,2.0340914726257324,1.6070705652236938
277,1.0,2.0340914726257324,1.6070705652236938
278,1.0,2.0340914726257324,1.6070705652236938
279,1.0,2.0340914726257324,1.6070705652236938
280,1.0,2.0340914726257324,1.6070705652236938
281,1.0,2.0340914726257324,1.6070705652236938
282,1.0,2.0340914726257324,1.6070705652236938
283,1.0,2.0340914726257324,1.6070705652236938
284,1.0,2.0340914726257324,1.6070705652236938
285,1.0,2.0340914726257324,1.6070705652236938
286,1.0,2.0340914726257324,1.6070705652236938
287,1.0,2.0340914726257324,1.6070705652236938
288,1.0,2.0340914726257324,1.6070705652236938
289,1.0,2.0340914726257324,1.6070705652236938
290,1.0,2.0340914726257324,1.6070705652236938
291,1.0,2.0340914726257324,1.6070705652236938
292,1.0,2.0340914726257324,1.6070705652236938
293,1.0,2.0340914726257324,1.6070705652236938
294,1.0,2.0340914726257324,1.6070705652236938
295,1.0,2.0340914726257324,1.6070705652236938
296,1.0,2.0340914726257324,1.6070705652236938
297,1.0,2.0340914726257324,1.6070705652236938
298,1.0,2.0340914726257324,1.6070705652236938
299,1.0,2.0340914726257324,1.6070705652236938
300,1.0,2.0340914726257324,1.6070705652236938
301,1.0,2.0340914726257324,1.6070705652236938
302,1.0,2.0340914726257324,1.6070705652236938
303,1.0,2.0340914726257324,1.6070705652236938
304,1.0,2.0340914726257324,1.6070705652236938
305,1.0,2.0340914726257324,1.6070705652236938
306,1.0,2.0340914726257324,1.6070705652236938
307,1.0,2.0340914726257324,1.6070705652236938
308,1.0,2.0340914726257324,1.6070705652236938
309,1.0,2.0340914726257324,1.6070705652236938
310,1.0,2.0340914726257324,1.6070705652236938
311,1.0,2.0340914726257324,1.6070705652236938
312,1.0,2.0340914726257324,1.6070705652236938
313,1.0,2.0340914726257324,1.6070705652236938
314,1.0,2.0340914726257324,1.6070705652236938
315,1.0,2.0340914726257324,1.6070705652236938
316,1.0,2.0340914726257324,1.6070705652236938
317,1.0,2.0340914726257324,1.6070705652236938
318,1.0,2.0340914726257324,1.6070705652236938
319,1.0,2.0340914726257324,1.6070705652236938
320,1.0,2.0340914726257324,1.6070705652236938
321,1.0,2.0340914726257324,1.6070705652236938
322,1.0,2.0340914726257324,1.6070705652236938
323,1.0,2.0340914726257324,1.6070705652236938
324,1.0,2.0340914726257324,1.6070705652236938
325,0.805882352941176,1.8732154369354248,1.5289647579193115
326,0.4,1.5368382930755615,1.3656525611877441
327,0.4,1.5368382930755615,1.3656525611877441
328,0.4,1.5368382930755615,1.3656525611877441
329,0.4,1.5368382930755615,1.3656525611877441
330,0.4,1.5368382930755615,1.3656525611877441
331,0.4,1.5368382930755615,1.3656525611877441
332,0.4,1.5368382930755615,1.3656525611877441
333,0.492647058823529,1.6136200428009033,1.4029303789138794
334,0.994230769230769,2.0293102264404297,1.6047492027282715
335,1.0,2.0340914726257324,1.6070705652236938
336,0.55,1.661151647567749,1.4260071516036987
337,0.4,1.5368382930755615,1.3656525611877441
338,0.4,1.5368382930755615,1.3656525611877441
339,0.4,1.5368382930755615,1.3656525611877441
340,0.4,1.5368382930755615,1.3656525611877441
341,0.4,1.5368382930755615,1.3656525611877441
342,0.4,1.5368382930755615,1.3656525611877441
343,0.4,1.5368382930755615,1.3656525611877441
344,0.770588235294117,1.8439652919769287,1.5147637128829956
345,1.0,2.0340914726257324,1.6070705652236938
346,0.716666666666666,1.7992775440216064,1.4930676221847534
347,0.4,1.5368382930755615,1.3656525611877441
348,0.4,1.5368382930755615,1.3656525611877441
349,0.4,1.5368382930755615,1.3656525611877441
350,0.4,1.5368382930755615,1.3656525611877441
351,0.4,1.5368382930755615,1.3656525611877441
352,0.4,1.5368382930755615,1.3656525611877441
353,0.4,1.5368382930755615,1.3656525611877441
354,0.594117647058823,1.6977143287658691,1.4437583684921265
355,1.0,2.0340914726257324,1.6070705652236938
356,1.0,2.0340914726257324,1.6070705652236938
357,0.943606138107416,1.9873547554016113,1.58437979221344
358,0.398067632850241,1.5352368354797363,1.364875078201294
359,0.3,1.4539626836776733,1.3254163265228271
360,0.3,1.4539626836776733,1.3254163265228271
361,0.3,1.4539626836776733,1.3254163265228271
362,0.3,1.4539626836776733,1.3254163265228271
363,0.3,1.4539626836776733,1.3254163265228271
364,0.3,1.4539626836776733,1.3254163265228271
365,0.3,1.4539626836776733,1.3254163265228271
366,0.67697628458498,1.7663838863372803,1.477097749710083
367,1.0,2.0340914726257324,1.6070705652236938
368,1.0,2.0340914726257324,1.6070705652236938
369,1.0,2.0340914726257324,1.6070705652236938
370,1.0,2.0340914726257324,1.6070705652236938
371,1.0,2.0340914726257324,1.6070705652236938
372,1.0,2.0340914726257324,1.6070705652236938
